
+1201,0.07
+1201206,0.06
+1201211,0.08
+1201216,0.06
+1201222,0.07
+1201223,0.07
+1201228,0.07
+1201230,0.07
+1201231,0.08
+1201233,0.06
+1201247,0.07
+1201254,0.07
+1201265,0.07
+1201289,0.06
+1201296,0.07
+1201297,0.08
+1201299,0.06
+1201301,0.06
+1201314,0.06
+1201326,0.07
+1201331,0.07
+1201335,0.08
+1201341,0.07
+1201345,0.08
+1201350,0.07
+1201354,0.07
+1201356,0.06
+1201356,0.07
+1201357,0.07
+1201359,0.07
+1201370,0.07
+1201373,0.06
+1201376,0.06
+1201383,0.07
+1201387,0.07
+1201387,0.07
+1201388,0.07
+1201400,0.06
+1201403,0.07
+1201412,0.07
+1201425,0.06
+1201429,0.06
+1201443,0.06
+1201443,0.07
+1201452,0.07
+1201453,0.07
+1201457,0.06
+1201475,0.07
+1201476,0.06
+1201495,0.07
+1201508,0.07
+1201517,0.07
+1201518,0.06
+1201527,0.06
+1201536,0.06
+1201538,0.07
+1201555,0.06
+1201576,0.08
+1201584,0.08
+1201597,0.07
+1201597,0.07
+1201601,0.07
+1201612,0.06
+1201614,0.07
+1201617,0.07
+1201621,0.07
+1201629,0.07
+1201632,0.07
+1201643,0.07
+1201644,0.08
+1201648,0.07
+1201652,0.07
+1201656,0.07
+1201671,0.07
+1201673,0.06
+1201676,0.07
+1201687,0.06
+1201689,0.07
+1201689,0.07
+1201694,0.07
+1201700,0.07
+1201706,0.07
+1201709,0.07
+1201716,0.06
+1201726,0.07
+1201734,0.07
+1201738,0.07
+1201746,0.08
+1201755,0.07
+1201758,0.07
+1201770,0.08
+1201775,0.06
+1201783,0.06
+1201784,0.06
+1201786,0.07
+1201800,0.06
+1201800,0.07
+1201805,0.06
+1201827,0.07
+1201856,0.07
+1201856,0.07
+1201862,0.06
+1201866,0.06
+1201866,0.07
+1201867,0.07
+1201869,0.06
+1201878,0.07
+1201884,0.08
+1201888,0.07
+1201892,0.08
+1201902,0.07
+1201906,0.07
+1201916,0.08
+1201922,0.07
+1201932,0.07
+1201933,0.06
+1201936,0.06
+1201937,0.06
+1201946,0.07
+1201955,0.08
+1201963,0.06
+1201964,0.07
+1201969,0.07
+1201974,0.08
+1201980,0.08
+1201991,0.07
+1201993,0.06
+1203,0.09
+1203207,0.09
+1203208,0.09
+1203215,0.10
+1203221,0.10
+1203236,0.09
+1203236,0.10
+1203246,0.09
+1203258,0.10
+1203260,0.10
+1203261,0.09
+1203265,0.10
+1203270,0.10
+1203272,0.09
+1203284,0.09
+1203295,0.09
+1203302,0.09
+1203303,0.10
+1203313,0.09
+1203314,0.09
+1203317,0.09
+1203333,0.09
+1203333,0.09
+1203336,0.10
+1203338,0.09
+1203338,0.09
+1203341,0.09
+1203341,0.09
+1203345,0.10
+1203367,0.09
+1203370,0.09
+1203372,0.09
+1203372,0.09
+1203376,0.09
+1203377,0.09
+1203378,0.10
+1203386,0.09
+1203388,0.10
+1203409,0.09
+1203412,0.10
+1203417,0.10
+1203425,0.10
+1203427,0.10
+1203429,0.10
+1203432,0.09
+1203438,0.09
+1203442,0.09
+1203455,0.10
+1203463,0.09
+1203483,0.09
+1203486,0.09
+1203489,0.09
+1203498,0.10
+1203503,0.10
+1203508,0.09
+1203509,0.10
+1203515,0.10
+1203522,0.09
+1203526,0.09
+1203527,0.09
+1203533,0.09
+1203539,0.10
+1203551,0.09
+1203554,0.10
+1203576,0.09
+1203579,0.09
+1203583,0.10
+1203585,0.09
+1203600,0.10
+1203603,0.10
+1203611,0.10
+1203618,0.09
+1203620,0.10
+1203629,0.09
+1203636,0.10
+1203639,0.09
+1203647,0.10
+1203650,0.09
+1203655,0.09
+1203668,0.09
+1203682,0.10
+1203685,0.09
+1203693,0.09
+1203703,0.09
+1203709,0.09
+1203720,0.09
+1203724,0.09
+1203724,0.10
+1203728,0.09
+1203730,0.09
+1203733,0.10
+1203738,0.09
+1203749,0.10
+1203757,0.10
+1203759,0.09
+1203774,0.10
+1203775,0.10
+1203778,0.09
+1203782,0.09
+1203796,0.09
+1203806,0.09
+1203813,0.09
+1203817,0.10
+1203822,0.09
+1203830,0.09
+1203830,0.09
+1203834,0.09
+1203838,0.10
+1203839,0.09
+1203853,0.10
+1203870,0.10
+1203881,0.09
+1203884,0.10
+1203899,0.09
+1203901,0.09
+1203903,0.09
+1203903,0.09
+1203906,0.09
+1203907,0.09
+1203911,0.09
+1203920,0.09
+1203922,0.09
+1203925,0.09
+1203936,0.10
+1203947,0.10
+1203971,0.09
+1203992,0.10
+1205,0.10
+1205205,0.09
+1205205,0.09
+1205214,0.09
+1205215,0.10
+1205217,0.09
+1205223,0.09
+1205230,0.09
+1205231,0.09
+1205235,0.10
+1205237,0.09
+1205237,0.09
+1205247,0.09
+1205254,0.09
+1205257,0.09
+1205261,0.10
+1205262,0.09
+1205263,0.09
+1205263,0.10
+1205284,0.09
+1205291,0.09
+1205297,0.09
+1205300,0.09
+1205316,0.09
+1205316,0.10
+1205327,0.10
+1205330,0.10
+1205336,0.10
+1205341,0.10
+1205372,0.09
+1205398,0.09
+1205412,0.10
+1205413,0.10
+1205418,0.09
+1205429,0.10
+1205429,0.10
+1205430,0.10
+1205433,0.10
+1205435,0.10
+1205440,0.09
+1205447,0.11
+1205451,0.10
+1205451,0.10
+1205461,0.10
+1205469,0.09
+1205482,0.10
+1205485,0.09
+1205489,0.09
+1205525,0.10
+1205528,0.09
+1205535,0.10
+1205542,0.10
+1205552,0.11
+1205553,0.09
+1205565,0.09
+1205567,0.10
+1205568,0.09
+1205576,0.10
+1205577,0.10
+1205580,0.10
+1205582,0.10
+1205592,0.09
+1205600,0.09
+1205602,0.09
+1205604,0.10
+1205604,0.10
+1205605,0.10
+1205606,0.09
+1205609,0.09
+1205611,0.10
+1205614,0.09
+1205617,0.11
+1205623,0.09
+1205648,0.11
+1205649,0.11
+1205666,0.09
+1205668,0.09
+1205696,0.09
+1205719,0.11
+1205721,0.09
+1205723,0.09
+1205727,0.10
+1205729,0.11
+1205732,0.10
+1205743,0.11
+1205745,0.09
+1205747,0.11
+1205749,0.10
+1205757,0.10
+1205764,0.10
+1205772,0.09
+1205775,0.09
+1205784,0.09
+1205805,0.10
+1205808,0.10
+1205828,0.11
+1205836,0.10
+1205842,0.09
+1205844,0.10
+1205856,0.11
+1205857,0.10
+1205862,0.09
+1205862,0.10
+1205863,0.09
+1205869,0.09
+1205895,0.09
+1205896,0.09
+1205896,0.10
+1205896,0.10
+1205912,0.10
+1205920,0.09
+1205924,0.09
+1205932,0.09
+1205933,0.10
+1205939,0.10
+1205943,0.10
+1205951,0.09
+1205956,0.10
+1205958,0.09
+1205965,0.10
+1205972,0.09
+1205975,0.11
+1205983,0.09
+1205988,0.09
+1205988,0.11
+1205997,0.10
+1205998,0.09
+1212,0.04
+1212,0.09
+1212202,0.10
+1212209,0.09
+1212210,0.04
+1212219,0.09
+1212222,0.10
+1212225,0.03
+1212225,0.05
+1212229,0.09
+1212230,0.09
+1212241,0.03
+1212242,0.04
+1212245,0.03
+1212257,0.08
+1212258,0.09
+1212261,0.09
+1212261,0.09
+1212266,0.05
+1212270,0.04
+1212270,0.05
+1212272,0.09
+1212275,0.04
+1212284,0.09
+1212285,0.04
+1212287,0.03
+1212287,0.05
+1212290,0.03
+1212294,0.08
+1212294,0.08
+1212297,0.04
+1212297,0.09
+1212302,0.04
+1212303,0.03
+1212303,0.09
+1212305,0.04
+1212310,0.05
+1212315,0.05
+1212320,0.09
+1212321,0.08
+1212321,0.10
+1212325,0.03
+1212326,0.03
+1212327,0.08
+1212328,0.03
+1212331,0.10
+1212334,0.09
+1212336,0.04
+1212336,0.08
+1212339,0.05
+1212340,0.03
+1212343,0.09
+1212346,0.09
+1212348,0.04
+1212349,0.08
+1212354,0.03
+1212361,0.04
+1212362,0.04
+1212366,0.09
+1212367,0.09
+1212367,0.10
+1212372,0.03
+1212372,0.09
+1212376,0.04
+1212379,0.03
+1212387,0.09
+1212391,0.09
+1212400,0.04
+1212400,0.08
+1212400,0.09
+1212400,0.09
+1212406,0.09
+1212409,0.08
+1212412,0.03
+1212413,0.04
+1212416,0.04
+1212416,0.10
+1212418,0.05
+1212420,0.09
+1212425,0.10
+1212427,0.09
+1212437,0.09
+1212439,0.05
+1212441,0.03
+1212443,0.09
+1212448,0.10
+1212451,0.05
+1212451,0.09
+1212453,0.08
+1212457,0.09
+1212464,0.03
+1212467,0.05
+1212480,0.03
+1212480,0.05
+1212481,0.03
+1212483,0.04
+1212486,0.04
